"title","organism","cell_line","pert_id","pert_iname","pert_dose","pert_dose_unit","pert_idose","pert_time","pert_time_unit","pert_itime","pert_type","category","project_id","replicate_id","project_plate_id_384well","strain_id","molecule","single_or_paired_end","instrument_model","processed_data_file_count","processed_data_file_zscore","raw_file1_combined","raw_file2_combined"
"MOC_1779:gent:6.25000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","gent","Gentamicin",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","gent_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","gent_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:hu:3200.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","hu","Hydroxyurea",3200,"uM","3200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","hu_3200uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","hu_3200uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:hu:3200.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","hu","Hydroxyurea",3200,"uM","3200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","hu_3200uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","hu_3200uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:hu:3200.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","hu","Hydroxyurea",3200,"uM","3200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","hu_3200uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","hu_3200uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:1.56000uM:90min:PA14:MOC_1779_1:r1","UCBPP-PA14","PA14","imi","Imipenem",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_1.5625uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_1.5625uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:1.56000uM:90min:PA14:MOC_1779_1:r2","UCBPP-PA14","PA14","imi","Imipenem",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_1.5625uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_1.5625uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:1.56000uM:90min:PA14:MOC_1779_1:r3","UCBPP-PA14","PA14","imi","Imipenem",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_1.5625uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_1.5625uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:12.50000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","imi","Imipenem",12.5,"uM","12.50000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_12.5uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_12.5uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:12.50000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","imi","Imipenem",12.5,"uM","12.50000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_12.5uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_12.5uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:12.50000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","imi","Imipenem",12.5,"uM","12.50000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_12.5uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_12.5uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:6.25000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","imi","Imipenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_6.25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_6.25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:6.25000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","imi","Imipenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_6.25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_6.25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:imi:6.25000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","imi","Imipenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","imi_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","imi_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:25.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","mero","Meropenem",25,"uM","25.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:25.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","mero","Meropenem",25,"uM","25.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:25.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","mero","Meropenem",25,"uM","25.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:50.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","mero","Meropenem",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_50uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_50uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:50.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","mero","Meropenem",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_50uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_50uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:50.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","mero","Meropenem",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_50uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_50uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:6.25000uM:90min:PA14:MOC_1779_1:r1","UCBPP-PA14","PA14","mero","Meropenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_6.25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_6.25uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:6.25000uM:90min:PA14:MOC_1779_1:r2","UCBPP-PA14","PA14","mero","Meropenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_6.25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_6.25uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:mero:6.25000uM:90min:PA14:MOC_1779_1:r3","UCBPP-PA14","PA14","mero","Meropenem",6.25,"uM","6.25000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","mero_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","mero_6.25uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:100.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","nitro","Nitrofurantoin",100,"uM","100.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_100uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_100uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:100.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","nitro","Nitrofurantoin",100,"uM","100.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_100uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_100uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:100.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","nitro","Nitrofurantoin",100,"uM","100.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_100uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_100uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:200.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","nitro","Nitrofurantoin",200,"uM","200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_200uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_200uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:200.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","nitro","Nitrofurantoin",200,"uM","200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_200uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_200uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:200.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","nitro","Nitrofurantoin",200,"uM","200.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_200uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_200uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:50.00000uM:90min:PA14:MOC_1779_1:r1","UCBPP-PA14","PA14","nitro","Nitrofurantoin",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_50uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_50uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:50.00000uM:90min:PA14:MOC_1779_1:r2","UCBPP-PA14","PA14","nitro","Nitrofurantoin",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_12.5uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_12.5uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:nitro:50.00000uM:90min:PA14:MOC_1779_1:r3","UCBPP-PA14","PA14","nitro","Nitrofurantoin",50,"uM","50.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","nitro_12.5uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","nitro_12.5uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:400.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","novo","Novobiocin",400,"uM","400.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_400uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_400uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:400.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","novo","Novobiocin",400,"uM","400.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_400uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_400uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:400.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","novo","Novobiocin",400,"uM","400.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_400uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_400uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:800.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","novo","Novobiocin",800,"uM","800.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_800uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_800uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:800.00000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","novo","Novobiocin",800,"uM","800.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_800uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_800uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:novo:800.00000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","novo","Novobiocin",800,"uM","800.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","novo_800uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","novo_800uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:0.39000uM:90min:PA14:MOC_1779_1:r1","UCBPP-PA14","PA14","pf1090","PF-5081090",0.39,"uM","0.39000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_0.391uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_0.391uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:0.39000uM:90min:PA14:MOC_1779_1:r2","UCBPP-PA14","PA14","pf1090","PF-5081090",0.39,"uM","0.39000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_0.391uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_0.391uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:0.39000uM:90min:PA14:MOC_1779_1:r3","UCBPP-PA14","PA14","pf1090","PF-5081090",0.39,"uM","0.39000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_1","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_0.391uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_0.391uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:1.56000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","pf1090","PF-5081090",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_1.5625uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_1.5625uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:1.56000uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","pf1090","PF-5081090",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_1.5625uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_1.5625uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:1.56000uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","pf1090","PF-5081090",1.56,"uM","1.56000uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_1.5625uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_1.5625uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:3.12500uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","pf1090","PF-5081090",3.125,"uM","3.12500uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_3.125uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_3.125uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:3.12500uM:90min:PA14:MOC_1779_2:r2","UCBPP-PA14","PA14","pf1090","PF-5081090",3.125,"uM","3.12500uM",90,"min","90min","poscon","reference_set","MOC_1779","r2","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_3.125uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_3.125uM_r2_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pf1090:3.12500uM:90min:PA14:MOC_1779_2:r3","UCBPP-PA14","PA14","pf1090","PF-5081090",3.125,"uM","3.12500uM",90,"min","90min","poscon","reference_set","MOC_1779","r3","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pf5081090_3.125uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pf5081090_3.125uM_r3_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
"MOC_1779:pip:1600.00000uM:90min:PA14:MOC_1779_2:r1","UCBPP-PA14","PA14","pip","Piperacillin",1600,"uM","1600.00000uM",90,"min","90min","poscon","reference_set","MOC_1779","r1","MOC_1779_2","PA14","total RNA","paired end","Novaseq 6000","moc1430_1779_0066_0110_2kd_counts_manuscript.csv","moc1430_1779_0066_0110_2kd_modzscore_ref_set.csv","pip_1600uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.1.fastq.gz","pip_1600uM_r1_Pseudomonas_aeruginosa_UCBPP-PA14_pe.2.fastq.gz"
